Ministere / Entite;Acheteur;Libelle du projet achat;Code nomenclature Etat; Libelle nomenclature Etat;Perimetre organisationnel;Perimetre geographique;Region si perimetre geographique regional;Date envisagee pour la notification;Duree envisagee en mois, toutes periodes incluses hors garantie;Montant previsionnel HT (toutes periodes de reconduction incluses);annee
Ministere de la Justice;DAP e DISP CENTRE-EST (Lyon);Fourniture et livraison de pains en 200 g;41.04.02;Produits frais alim (viande, poisson, lait, fruit, legume);Ministeriel;Inter-regionnal;BOURGOGNE FRANCHE COMTE;2018 novembre;48;entre 1 MEuros et 10 MEuros;2018
Ministere de la Justice;DISP GRAND OUEST (Rennes);Divers etablissements - programme personnalise d'accompagnement e l'insertion prof des detenus DISP;40.01.04;Prestation de reconversion, retour e l'emploi;Ministeriel;Inter-regionnal;BRETAGNE;2019 4eme trim;48;entre 1 MEuros et 10 MEuros;2019
Ministere de la Justice;SG/SSIC;Fourniture deun dispositif de teleprotection des personnes en e Tres Grave Danger e (e TGD e);33.01.01;equipement telephonie mobile;Ministeriel;National;;2021 4eme trim;48;entre 1 MEuros et 10 MEuros;2021
Ministere de la Justice;DAP AC;Marche public multiservice multitechnique concourrant au fonctionnement courant des etablissements penitentiaires;45.05.07;Autres prestations et services;Ministeriel;National;;2021 3eme trim;86;> 10 Meuros;2021
Ministere de la Justice;CA PARIS;PRESTATIONS DE TRAITEUR POUR LE TRIBUNAL DE PARIS - AJ PARIS;41.04.05;Prestations de traiteur;Ministeriel;Regional ou infra;ILE DE France;2019 4eme trim;48;A determiner;2019
Ministere de la Justice;CA PARIS;PRESTATION DE LOCATION DE SALLES DE CONCOURS (ECRIT) - SAR FORMATION;45.05.07;Autres prestations et services;Ministeriel;Regional ou infra;ILE DE France;2020 4eme trim;48;A determiner;2020
Ministere de la Justice;CA PARIS;PRESTATIONS DE DEMENAGEMENT (PALAIS DE JUSTICE DE PARIS ET CA DE PARIS) - RESSORT;35.02.08;Demenagement (agent et transfert service) et de garde meuble;Ministeriel;Regional ou infra;ILE DE France;2018 octobre;48;A determiner;2018
Ministere de la Justice;SG/SSIC;Serveur de fax;33.03.04;Serveurs informatique (tout type);Ministeriel;;;2021 2nd trim;48;A determiner;2021
Ministere de la Justice;SG/SSIC;"Prestations intellectuelles pour l'infrastructure telephonique du ministere de la justice ""AC-PIT 2e";33.04.04;Conseil qualite et methode;Ministeriel;;;2019 2nd trim;48;A determiner;2019
Ministere de la Justice;SG/SSIC;"Droit d'usage, support technique et prestations associees relatifs aux outils AVENIO edites par la societe Di'X (""AVENIO"")";33.04.12;Autre maintenance informatique (hors TMA);Ministeriel;;;2020 2nd trim;48;A determiner;2020
Ministere de l'Interieur et Ministere des Outre-mer;DEPAFI;Accord cadre mise en place deux cheque emplois services prefinances par le ministere de l'interieur en faveur de ses agents;45.05.07;Autres prestations et services;Ministeriel;National;;2019 4eme trim;41;entre 1 MEuros et 10 MEuros;2019
Ministere de l'Interieur et Ministere des Outre-mer;DEPAFI;Nettoyage du site Lumiere;37.01.01;Nettoyage courant (bureau, hetellerie, plonge);Ministeriel;Administration centrale;;2021 1er trim;48;A determiner;2021
Plateformes regionales des achats de l'Etat;PFRA BRETAGNE;PRESTATION DE TRANSPORT  DE FONDS;35.02.07;Transport de fonds et d'objets d'art;Interministeriel;Regional ou infra;BRETAGNE;2020 4eme trim;48;entre 1 MEuros et 10 MEuros;2020
Plateformes regionales des achats de l'Etat;PFRA BRETAGNE;Autres fournitures et petit equipement;44.03.14;Autres fournitures et petit equipement;Interministeriel;Regional ou infra;BRETAGNE;2021 2nd trim;48;A determiner;2021
Plateformes regionales des achats de l'Etat;PFRA BRETAGNE;RESTAURATION COLLECTIVE;41.04.03;epicerie et produits surgeles;Interministeriel;Regional ou infra;BRETAGNE;2019 3eme trim;48;> 10 Meuros;2019
Ministere de la Transition ecologique et solidaire;;RN1 e MARINGOUINS Nouvelle DUP;36.03.01;Tvx constr infra transports, routes (yc tvx prealables);Ministeriel;Regional ou infra;OUTRE-MER;2018 octobre;8;< 100 KEuros;2018
Ministere de la Transition ecologique et solidaire;;Expertises techniques pour la construction du nouveau pont du Larivot;40.01.06;Conseil et expertise metier yc recherche et developpement;Ministeriel;Regional ou infra;OUTRE-MER;2019 1er trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere de la Transition ecologique et solidaire;;Contreles exterieurs  pour leamenagement de la RN1 entre Balata et RD51;40.01.06;Conseil et expertise metier yc recherche et developpement;Ministeriel;Regional ou infra;OUTRE-MER;2020 1er trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere de la Transition ecologique et solidaire;;Degagement deemprise pour la mise e 2x2 voies de la RN1 entre Balata et RD 51 e Phase 2;36.03.01;Tvx constr infra transports, routes (yc tvx prealables);Ministeriel;Regional ou infra;OUTRE-MER;2019 4eme trim;6;entre 1 MEuros et 10 MEuros;2019
Ministere de la Transition ecologique et solidaire;;RN2 e La COMTE Travaux de finition;36.03.01;Tvx constr infra transports, routes (yc tvx prealables);Ministeriel;Regional ou infra;OUTRE-MER;2019 4eme trim;13;entre 100 KEuros et 1 MEuros;2019
Ministere de la Transition ecologique et solidaire;;A304 Assistance fonciere e la conduite des procedures amiables pour les mesures compensatoires (M04-2015);36.04.01;Prestation d'assistance e maetrise d'ouvrage (AMOA);Ministeriel;Regional ou infra;;2019 2nd trim;A determiner;entre 100 KEuros et 1 MEuros;2019
Ministere de la Transition ecologique et solidaire;;RN135-Deviation de Velaines-Travaux OH5;36.03.03;Travaux de construction d'ouvrage d'art;Ministeriel;Regional ou infra;;2019 1er trim;10;entre 100 KEuros et 1 MEuros;2019
Ministere de la Transition ecologique et solidaire;;Accord cadre multi-attributaire de formation aux outils collaboratifs-intelligence collective;40.02.02;Formation management, communication et RH;Ministeriel;Administration centrale;;2019 1er trim;36;entre 100 KEuros et 1 MEuros;2019
Ministere de la Transition ecologique et solidaire;;nettoyage tunnels et tranchees;;;Ministeriel;Inter-regionnal;PACA;2020 2nd trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere de la Transition ecologique et solidaire;;A7 Echangeur de Saint-Antoine e Etudes;40.01.06;Conseil et expertise metier yc recherche et developpement;Ministeriel;Inter-regionnal;PACA;2019 1er trim;A determiner;entre 100 KEuros et 1 MEuros;2019
Ministere de la Transition ecologique et solidaire;;marche reparation PI de la Joliette;37.04.01;Services et travaux d'entretien des routes (yc deneigement);Ministeriel;Inter-regionnal;PACA;2019 2nd trim;A determiner;entre 100 KEuros et 1 MEuros;2019
Ministere de la Transition ecologique et solidaire;;Marche d'inspections Detaillees Periodiques (IDP) des Portiques, Potences et Hauts-Mets (PPHM) du reseau routier de la Direction Interdepartementale des Routes Mediterranee (DIRMED).;40.01.06;Conseil et expertise metier yc recherche et developpement;Ministeriel;Inter-regionnal;PACA;2020 3eme trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere de la Transition ecologique et solidaire;;DCOE Terrassement + Protection Falaise e Laffrey;37.04.01;Services et travaux d'entretien des routes (yc deneigement);Ministeriel;Inter-regionnal;PACA;2018 novembre;48;entre 1 MEuros et 10 MEuros;2018
Ministere de la Transition ecologique et solidaire;;Maintenance des applications MesureSTEP AutoSTEP AnalySTEP et l'assistance aux utilisateurs;33.04.09;Tierce Maintenance Applicative (TMA);Ministeriel;Administration centrale;;2019 2nd trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere de la Transition ecologique et solidaire;;AMO pour le systeme d'informations ADS 2007 Periode 2018-2022;33.04.05;etude projet applicatif;Ministeriel;Administration centrale;;2019 3eme trim;48;entre 1 MEuros et 10 MEuros;2019
Ministere de la Transition ecologique et solidaire;;edition d'ouvrages specialises en urbanisme;39.02.04;Services externalises de repro;Ministeriel;Administration centrale;;2020 3eme trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere de la Transition ecologique et solidaire;;Redaction deun referentiel technique sur le photovoltaeque surimpose;40.01.06;Conseil et expertise metier yc recherche et developpement;Ministeriel;Administration centrale;;2018 decembre;12;entre 100 KEuros et 1 MEuros;2018
Ministere de la Transition ecologique et solidaire;;Redaction du guidee: Definir des preconisations pour limiter les impacts des emissions acoustiques deorigine anthropique;40.01.06;Conseil et expertise metier yc recherche et developpement;Ministeriel;Administration centrale;;2018 decembre;12;< 100 KEuros;2018
Ministere de la Transition ecologique et solidaire;;Assistance e maetrise deouvrage pour la mise en euvre deune nouvelle version du systeme deinformation du financement des aides e la pierre (SPLS/Galion);33.04.05;etude projet applicatif;Ministeriel;Administration centrale;;2019 3eme trim;36;entre 100 KEuros et 1 MEuros;2019
Ministere de la Transition ecologique et solidaire;;Signalisation verticale;36.06.01;Mat, equip signalisat infra transports routes (vertic horiz);Ministeriel;Inter-regionnal;AUVERGNE RHONE ALPES;2019 3eme trim;48;entre 1 MEuros et 10 MEuros;2019
Ministere de la Transition ecologique et solidaire;;Maintenance des reseaux de transmission;33.04.12;Autre maintenance informatique (hors TMA);Ministeriel;Inter-regionnal;AUVERGNE RHONE ALPES;2021 1er trim;48;entre 100 KEuros et 1 MEuros;2021
Ministere de la Transition ecologique et solidaire;;MS PMV RN90;36.03.02;Tvx rehabilitation infra transports, routes (yc revetement);Ministeriel;Inter-regionnal;AUVERGNE RHONE ALPES;2019 1er trim;12;entre 100 KEuros et 1 MEuros;2019
Ministere de la Transition ecologique et solidaire;;Entretien et reparation des ouvrages d'art du reseau de la DIR Est;37.04.01;Services et travaux d'entretien des routes (yc deneigement);Ministeriel;Inter-regionnal;;2020 3eme trim;48;> 10 Meuros;2020
Ministere de la Transition ecologique et solidaire;;Maintenance panneaux e messages variables e lot 1 e DE de Metz;37.04.02;Services et travaux entretien equipement et materiel routier;Ministeriel;Regional ou infra;GRAND EST;2020 4eme trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere de la Transition ecologique et solidaire;;Maintenance panneaux e messages variables e lot 2 e DE de Starsbourg;37.04.02;Services et travaux entretien equipement et materiel routier;Ministeriel;Regional ou infra;GRAND EST;2020 4eme trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere de la Transition ecologique et solidaire;;Maintenance tunnel Besaneon -lot 4 - Ventilation e surpression;37.04.02;Services et travaux entretien equipement et materiel routier;Ministeriel;Regional ou infra;BOURGOGNE FRANCHE COMTE;2020 2nd trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere de la Transition ecologique et solidaire;;Maintenance tunnel Besaneon -lot 5 - Courants forts e eclairage e securite;37.04.02;Services et travaux entretien equipement et materiel routier;Ministeriel;Regional ou infra;BOURGOGNE FRANCHE COMTE;2020 2nd trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere de la Transition ecologique et solidaire;;Fourniture deEquipement de Protection Individuelle -Lot Vetements;41.05.02;equipement de Protection Individuelle (EPI);Ministeriel;Regional ou infra;GRAND EST;2019 2nd trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere de la Transition ecologique et solidaire;;Fourniture fondants routiers e Evreux;36.06.04;Materiaux entretien infra transports (beton, peinture, sel);Ministeriel;Inter-regionnal;NORMANDIE;2018 octobre;36;entre 1 MEuros et 10 MEuros;2018
Ministere de la Transition ecologique et solidaire;;Fourniture de glissieres PER ST-LO - 2015;36.06.01;Mat, equip signalisat infra transports routes (vertic horiz);Ministeriel;Regional ou infra;NORMANDIE;2019 3eme trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere de la Transition ecologique et solidaire;;Fauchage sous glissieres District Manche calvados;37.04.01;Services et travaux d'entretien des routes (yc deneigement);Ministeriel;Regional ou infra;;2021 2nd trim;48;entre 100 KEuros et 1 MEuros;2021
Ministere de la Transition ecologique et solidaire;;Accord-cadre travaux de pontage de fissures e Rouen;36.03.02;Tvx rehabilitation infra transports, routes (yc revetement);Ministeriel;Inter-regionnal;NORMANDIE;2019 1er trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere de la Transition ecologique et solidaire;;Signalisation plastique -  Dreux;36.06.01;Mat, equip signalisat infra transports routes (vertic horiz);Ministeriel;Regional ou infra;NORMANDIE;2020 2nd trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere de la Transition ecologique et solidaire;;Deviation du Puy e Reparations sur le nouveau pont sur la Loire;36.03.01;Tvx constr infra transports, routes (yc tvx prealables);Ministeriel;Regional ou infra;AUVERGNE RHONE ALPES;2018 octobre;3;entre 100 KEuros et 1 MEuros;2018
Ministere de la Transition ecologique et solidaire;;Papier;41.02.01;Papiers et derives (yc bobines papier);Ministeriel;National;;2019 2nd trim;48;entre 1 MEuros et 10 MEuros;2019
Ministere de la Transition ecologique et solidaire;;Formation certifiante achat;40.02.06;Autres formations technique / metier;Ministeriel;National;;2021 3eme trim;48;A determiner;2021
Ministere de la Transition ecologique et solidaire;;fournitures de bureau;41.02.02;Fournitures de bureau et accessoires;Ministeriel;National;;2021 2nd trim;48;entre 100 KEuros et 1 MEuros;2021
Ministere de la Transition ecologique et solidaire;;Marche de travaux pour la realisation deecrans acoustiques en bordure de leA50 Marseille 2;36.03.03;Travaux de construction d'ouvrage d'art;Ministeriel;Regional ou infra;PACA;2021 2nd trim;12;entre 1 MEuros et 10 MEuros;2021
Ministere de la Transition ecologique et solidaire;;Fourniture EPI haute visibilite;41.05.02;equipement de Protection Individuelle (EPI);Ministeriel;Inter-regionnal;NOUVELLE AQUITAINE;2019 3eme trim;48;entre 100 KEuros et 1 MEuros;2019
Ministere de la Transition ecologique et solidaire;;RN141 Roumazieres Realisation de leouvrage de protection du reseau GRT;36.03.01;Tvx constr infra transports, routes (yc tvx prealables);Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2019 2nd trim;12;entre 1 MEuros et 10 MEuros;2019
Ministere de la Transition ecologique et solidaire;;RN147 Lussac maetrise deoeuvre;40.01.08;etude e caractere general;Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2018 novembre;72;entre 1 MEuros et 10 MEuros;2018
Ministere de la Transition ecologique et solidaire;;Marche deinvestissements sur le reseau routier national (non-mutualisable e leechelon national)e: rocade de Bx amenagements paysagers 4/5;36.03.01;Tvx constr infra transports, routes (yc tvx prealables);Ministeriel;Regional ou infra;NOUVELLE AQUITAINE;2020 3eme trim;42;entre 1 MEuros et 10 MEuros;2020
Ministere des Armees;Direction interarmees des reseaux deinfrastructure et des systemes deinformation de la defense;Installation de reseaux locaux d'infrastructure au profit des organismes des armees stationnes en Allemagne et Pologne;33.05.01;Materiel reseaux informatiques;Ministeriel;National;;2018 decembre;48;< 100 KEuros;2018
Ministere des Armees;Direction interarmees des reseaux deinfrastructure et des systemes deinformation de la defense;Renouvellement du droit d'utilisation de la licence et au maintien en condition operationnelle du logiciel CONVERTIGO pour SIGMA Web;33.02.05;Logiciel metier et technique (hors scientifique);Ministeriel;National;;2020 1er trim;48;entre 100 KEuros et 1 MEuros;2020
Ministere des Armees;Direction interarmees des reseaux deinfrastructure et des systemes deinformation de la defense;Renouvellement du support PacBase au profit du Commandement des Forces Aeriennes.;33.02.05;Logiciel metier et technique (hors scientifique);Ministeriel;National;;2019 4eme trim;24;entre 100 KEuros et 1 MEuros;2019
Ministere des Armees;Direction interarmees des reseaux deinfrastructure et des systemes deinformation de la defense;SAD acquisition centralisee deecrans et de micro-ordinateurs standards et des prestations associees au profit du ministere des armees (ACEMO III) Lot 3 : acquisition d'ecrans de configuration standard. PAS DE SOUS-TRAITANCE POSSIBLE;33.03.01;Poste de travail (PC, portables, ecrans);Ministeriel;National;;2020 1er trim;48;entre 1 MEuros et 10 MEuros;2020
